ts_code,name,area,industry,list_date,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees,business_scope,main_business
600456,宝钛股份,陕西,小金属,20020412,SSE,王文生,贾栓孝,韦化鹏,43026.57,19990721,陕西,宝鸡市,www.baoti.com,renxing@baoti.com;dsb@baoti.com;whp8066@126.com,3518.0,钛及钛合金等稀有金属材料和各种金属复合材料、铸造产品、钢线材及钢筋产品的生产、加工、销售、行纪；产品检测、对外投资、科技开发。经营本企业自产产品及技术的出口业务；代理出口将本企业自行研制开发的技术转让给其他企业所生产的产品。经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品除外)；经营进料加工和“三来一补”业务、仓储服务、不动产融资租赁、不动产经营租赁、有形资产融资租赁服务、有形动产经营租赁服务、咨询服务、知识产权服务、经纪代理服务、转让土地使用权、转让专利或非专利技术、转让商标和著作权、转让其他权益性无形资产、销售建筑物或构筑物及其他土地附着物。,"主要产品:各种规格的钛及钛合金板,带,箔,管,棒,线,锻件,铸件等加工材和各种金属复合材产品.主营业务:钛及钛合金的生产,加工和销售."
600458,时代新材,湖南,塑料,20021219,SSE,杨首一,杨军,姜其斌,80279.8152,19940524,湖南,株洲市,www.trp.com.cn,sh600458@163.com;tmt@csrzic.com;linfang@csrzic.com,6889.0,轨道交通、汽车、公路、家电、新能源装备、船舶、特种装备、环保工程、建筑工程、工程机械、石油、市政等领域高分子材料制品、金属材料制品、橡胶金属制品(含桥梁支座及桥梁配套产品)、复合材料制品及各类材料集成产品的开发、生产、检测、销售、售后服务及技术咨询服务；桥梁、建筑检测设备的开发、生产、销售、维修；实业投资；自营和代理各类商品和技术的进出口业务(国家法律法规禁止与限制的除外)。特种专业工程建筑安装业务.,"主营业务为:高分子减振降噪弹性元件,高分子复合改性材料和特种涂料及新型绝缘材料的研制,生产和销售.桥梁支座,伸缩缝的研制,生产和销售,风力发电机组零配件的研制,生产和销售,建筑工程隔震减震产品的研制,生产和销售;桥梁工程维护,水处理设备及配件研发,制造,销售以及代理各类商品和技术的进出口业务.."
600459,贵研铂业,云南,小金属,20030516,SSE,郭俊梅,潘再富,刚剑,43770.8011,20000925,云南,昆明市,www.sino-platinum.com.cn,stock@ipm.com.cn;webmaster@ipm.com.cn,1220.0,贵金属(含金)信息功能材料、环保材料、高纯材料、电气功能材料及相关合金、化合物的研究、开发、生产、销售；含贵金属(含金)物料综合回收利用。工程科学技术研究及技术服务，分析仪器，金属材料实验机及实验用品，贵金属冶金技术设备，有色金属及制品；经营本单位研制开发的技术和技术产品的出口业务以及本单位自用的技术、设备和原辅材料的进口业务；进行国内、国外科技交流和科技合作。仓储及租赁服务。,"主要业务:贵金属特种功能材料,环保及催化功能材料,信息功能材料,再生资源材料等.主营业务:贵金属研究,开发和生产经营."
600460,士兰微,浙江,半导体,20030311,SSE,陈向东,郑少波,陈越,131206.1614,19970925,浙江,杭州市,www.silan.com.cn,600460@silan.com.cn;ml@silan.com.cn;silan@silan.com.cn,5469.0,电子元器件、电子零部件及其他电子产品设计、制造、销售；机电产品进出口。,"主要产品:集成电路,半导体分立器件,LED(发光二极管)产品等三大类.主营业务:电子元器件,电子零部件及其他电子产品设计,制造,销售;机电产品进出口."
600461,洪城水业,江西,水务,20040601,SSE,邵涛,魏桂生,邓勋元,78959.3625,20010122,江西,南昌市,www.jxhcsy.com,jx600461@163.com;guilei000006@163.com;497057754@qq.com,5433.0,自来水、纯净水、水质净化剂、水表、给排水设备、节水设备、仪器仪表、环保设备的生产、销售，给排水设施的安装、修理；给排水工程设计、安装、技术咨询及培训，软件应用服务，水质检测、水表计量检测、电子计量器具的研制及销售、城市污水处理；信息技术。,"主营业务:自来水的生产和销售,城市污水处理,燃气能源,工程及其他业务"
600462,*ST九有,深圳,元器件,20030903,SSE,徐莹泱,徐莹泱,崔文根,53378.0,19981030,广东,深圳市,www.jlshixian.com,cuiwengen@geoway.com;sunyanping@geoway.com;geoway@geoway.com,462.0,物联网设备，电子产品，影像视觉技术、传感器及相关软硬件的设计、研究开发、制造、销售，计算机软件的制作和以上相关业务的技术开发、技术咨询、技术服务，从事货物与技术的进出口业务；投资顾问和投资管理。,主要业务手机摄像模组制造及销售;手机相关的原材料采购及销售业务.
600463,空港股份,北京,园区开发,20040318,SSE,卞云鹏,宣顺华,刘彦明,30000.0,20000328,北京,北京市,www.600463.com.cn,kg600463@163.com;yanm_liu@163.com,668.0,高新技术的开发、转让和咨询；销售开发后的产品；土地开发，仓储，物业管理，经济信息咨询。,"主要业务:园区开发建设,工业地产开发,建筑施工,物业经营与管理."
600466,蓝光发展,四川,区域地产,20010212,SSE,张巧龙,张巧龙,罗瑞华,298410.8035,19930518,四川,成都市,www.brc.com.cn,huying@brc.com.cn;crm@brc.com.cn;luog@brc.com.cn;ir@brc.com.cn,18261.0,投资及投资管理；企业策划、咨询服务；企业管理；房地产投资；房地产开发经营；土地整理；商业资产投资、经营；自有房屋租赁；资产管理；物业管理；生物科技技术产品研究、开发、生产(限分支机构在工业园区内经营)；技术咨询服务和技术转让；技术及货物进出口业务(国家禁止或涉及行政审批的货物和技术进出口除外)；电子商务(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,"主营业务:医药制造,房地产开发经营,现代服务业,3D生物打印"
600467,好当家,山东,渔业,20040405,SSE,唐传勤,唐传勤,李俊峰,146099.4304,19930107,山东,威海市,www.sdhaodangjia.com,ehaodangjia@sdhaodangjia.com;hdj_600467@sina.com;songxiaohui@sdhaodangjia.com,4770.0,海水养殖；许可范围内的水产加工品、速冻食品、加工、销售；保健食品“好当家牌海参西洋参口服液”的生产、销售；货物专用运输(限分支机构经营)。资格证书范围内的进出口业务；生物技术的研究开发；在经核准的区域内直销经核准的产品(具体区域和产品以商务部直销行业管理网站公布的为准),"主要产品有海参,牙鲆鱼,鲍鱼,海蛰等各种鲜活海产品和冷冻食品."
600468,百利电气,天津,电气设备,20010615,SSE,史祺,乔霖,刘敏,112189.5038,19990923,天津,天津市,www.benefo.tj.cn,600468@benefo.tj.cn,1692.0,输配电及控制设备、超导限流器、智能电网电气设备、高低压电器成套设备、传动控制装置、照明配电箱、高低压电器元件、电器设备元件、变压器、互感器、泵、电梯(取得特种设备安全监察部门许可后经营)制造、销售、维修及技术开发、咨询服务、转让；机械设备及配件销售及安装、维修；计算机、仪器仪表、电讯器材、矿产品(煤炭除外)、建材、化工产品(危险品及易制毒品除外)、五金、电子产品、酒店设备及用品、体育用品及器材批发兼零售；普通货运；进出口业务(法律行政法规另有规定的除外)；液压、气动元件、机床设备、铸件、机械零件、刀具、模具加工、制造；矿产品加工(以上经营范围涉及行业许可的凭许可证件，在有效期内经营，国家有专项专营规定的按规定办理)。,"主营业务为输配电及控制设备,泵,钨钼制品."
600469,风神股份,河南,汽车配件,20031021,SSE,王锋,王锋,刘新军,56241.3222,19981201,河南,焦作市,www.aeolustyre.com,company@aeolustyre.com;security@aeolustyre.com;investor@aeolustyre.com,6989.0,经营本企业生产的轮胎及相关技术的出口业务；轮胎、橡胶制品、轮胎生产所需原辅材料、机械设备、零配件、仪器仪表及相关技术的进出口业务和佣金代理(拍卖除外)；开展对外合作生产、来料加工、来样加工、来件装配及补偿贸易业务；货物及技术的进出口业务。轮胎生产用原辅材料销售；汽车及工程机械零配件销售；轮胎开发研制、相关技术咨询；企业管理咨询；房屋、设备租赁；仓储服务。(上述经营范围不含国家法律、法规规定禁止、限制和许可经营的项目),"主要产品:斜交胎,全钢载重子午胎."
600470,六国化工,安徽,农药化肥,20040305,SSE,缪振虎,缪振虎,邢金俄,52160.0,20001228,安徽,铜陵市,www.liuguo.com,tlxxe@163.com;landgreen@163.com;liuguo@liuguo.com;Zhouy207@sohu.com,4261.0,化肥(含氮肥、磷肥、钾肥)、肥料(含复合肥料、复混肥料、本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。2水溶肥料、掺混肥料、缓控释肥料、生物肥料及有机肥料)、化学制品(含精制磷酸、磷酸盐、车用尿素、磷酸脲、碘及碘盐、氢氧化镁、日用化学产品)、化学原料(含无水氢氟酸、无机盐、无机酸、无机碱、聚酰胺-6切片)、土壤调理剂、微生物菌剂、磷石膏、矿渣的生产、加工和销售及网上销售；煤炭、矿石、棉花、农业机械的销售及网上销售；自产产品的出口，公司所需的机械设备、零配件、原辅材料、仪器仪表及技术的进出口业务；土地租赁、不动产租赁、技术咨询服务业务；硫酸、盐酸、氢氟酸、氢氧化钠溶液、甲醇、硝酸、农药(限许可证所列项目)、农作物种子(不再分装的包装种子)的批发，粮食收购、在厂区范围内销售本企业生产的磷酸、氟硅酸、合成氨、氨溶液(含氨20%)、食品级液体二氧化碳。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,主要产品:磷酸二铵.
600475,华光股份,江苏,专用机械,20030721,SSE,蒋志坚,缪强,钟文俊,55939.2211,20001226,江苏,无锡市,www.wxboiler.com,600475@wxboiler.com,3261.0,许可经营项目：无。一般经营项目：利用自有资金对环保行业、能源行业、城市公用基础设施及相关产业进行投资；电力工程施工总承包(凭有效资质证书经营)；成套发电设备、环境保护专用设备的销售；电站锅炉、工业锅炉、锅炉辅机、水处理设备、压力容器的设计研发、技术咨询、技术服务、制造、销售；烟气脱硫脱硝成套设备的设计研发、技术咨询、技术服务、制造、销售、安装；金属材料、机械配件的销售；环保工程技术咨询、技术服务；机电设备安装工程专业承包(三级)；I级锅炉(参数不限)安装、改造、维修；房屋租赁；起重机械安装、维修(凭有效资质证书经营)；煤炭的销售；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。,"主营业务与主要产品:节能高效发电设备,环保新能源发电设备,环境工程与服务,电站工程与服务,地方能源供应."
600476,湘邮科技,湖南,软件服务,20031210,SSE,董志宏,张华,孟京京,16107.0,20001017,湖南,长沙市,www.copote.com,copote@copote.com;shixu@copote.com,387.0,研制、开发、生产、销售计算机软、硬件及邮电高科技电子产品；设计、安装、维护计算机网络工程、无线通信工程、电子信息系统集成、安全技术防范系统；第二类增值电信业务中的信息服务业务(不含固定网电话信息服务)；移动通信直放站无线寻呼发射机、机械设备、五金交电、建筑材料、日用百货、日用杂品、化工原料及化工产品(不含危险化学品及监控品)、金属材料的销售；承接邮电高新技术课题的研究并提供科技成果引进、转让、咨询服务；从事商品和技术的进出口业务；手机、通信终端设备、北斗卫星导航应用终端设备的研发和制造；自有房屋租赁、自有场地租赁，汽车租赁，机电设备租赁与售后服务；劳动力外包服务(不含劳务派遣)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:系统集成,产品销售,房地产,软件,设计.主营业务:邮政及其他行业软件开发,系统集成,设备制造及产品代理销售等."
600477,杭萧钢构,浙江,钢加工,20031110,SSE,单银木,单际华,周滨,214881.5982,20001228,浙江,杭州市,www.hxss.com.cn,hx@hxss.com.cn;zhou.bin2@hxss.com.cn;lou.yina@hxss.com.cn,4759.0,开展对外承包工程业务(范围详见《中华人民共和国对外承包工程经营资格证书》)；钢结构工程的制作、安装、技术咨询及技术服务；培训服务(不含办班培训)，企业管理咨询，企业品牌管理；地基与基础施工；专项工程、建筑工程设计(范围详见设计证书)、房屋建筑工程施工；经营进出口业务。,"主要产品:轻型钢结构,多高层钢结构,商品销售."
600478,科力远,湖南,元器件,20030918,SSE,钟发平,刘彩云,潘立贤,165328.1386,19980124,湖南,长沙市,www.corun.com,zcbinformation@corun.com;zhangf@corun.com;zhongxian@corun.com;corun@corun.com,3068.0,新材料、新能源的研究、开发、生产、销售并提供相关技术咨询服务，金属材料、金属制品、电子产品、电镀设备、五金配件、建筑材料、化工原料(不含危险品及监控化学品)、机电设备、日用百货的销售；货物、技术进出口经营；经营进料加工和“三来一补”业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),主要产品:泡沫镍.
600479,千金药业,湖南,中成药,20040312,SSE,江端预,蹇顺,谢爱维,41850.7117,19930813,湖南,株洲市,www.cnqjyy.com,qjyydsh@163.com;xaw_333@sina.com;qianjin@cnqjyy.com,4847.0,研制、生产、销售药品、食品、保健食品、消毒产品、化妆品，野生动植物加工销售，进出口业务(以上国家法律、法规有专门规定的，在本企业许可证核定范围内经营)。,"主要产品:妇科千金片(72片),妇科千金片(108片)."
600480,凌云股份,河北,汽车配件,20030815,SSE,赵延成,牟月辉,翟斌,55065.5534,19950410,河北,保定市,www.lingyun.com.cn,wanghaixia@lygf.com;info@lingyun.com.cn;Zhaibin@lygf.com,8998.0,生产和销售塑料燃气管道系统、给水管道系统、供热管道系统、大口径排水管道系统及相关施工设备和产品的设计、研制、开发；纳米材料加工和应用；生产和销售汽车零部件、机械加工产品及相关产品的设计，开发；钢材、机器设备、工装销售；自有房屋出租；机器设备租赁；小区物业管理；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进出口业务，但国家限定公司经营或禁止进出口的商品及技术除外。,"主要产品是汽车金属及塑料零部件,塑料管道系统及其他产品."
600481,双良节能,江苏,环境保护,20030422,SSE,缪文彬,刘正宇,王磊,163739.5808,19951005,江苏,无锡市,www.shuangliang.com,600481@shuangliang.com,1671.0,冷热水机组、热泵、空气冷却设备、海水淡化节能设备、污水处理设备、压力容器、环境保护专用设备的研究、开发、制造、安装、销售；合同能源管理；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品及技术除外)；对外承包工程项目。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:溴化锂制冷机(热泵),高效换热器,空冷器等换热设备和苯乙烯,聚苯乙烯产品."
600482,中国动力,河北,电气设备,20040714,SSE,何纪武,刘宝生,王善君,169499.5962,20000613,河北,保定市,www.china-csicpower.com.cn,sh600482@sail.com.cn;ff@sail.com.cn;sh600482@163.com,25575.0,燃气动力、蒸汽动力、化学动力、全电动力、民用核动力、柴油机动力及热气机动力等领域的研发、设计、生产、销售、修理及技术服务；海洋工程专用设备、船用配套设备研发、设计、生产、销售、修理及技术服务；电池研发、设计、生产、销售、售后服务及回收；上述范围内的技术开发、技术咨询、技术服务、技术转让；从事货物与技术的进出口业务；下属企业的资产管理和投资管理；实业投资和项目投资。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:铅酸蓄电池,蓄电池壳体,隔板,非蓄电池塑料制品."
600483,福能股份,福建,火力发电,20040531,SSE,林金本,程元怀,汪元军,155183.1096,19940111,福建,南平市,www.fjec.com.cn,wangyj1@fjec.com.cn;fngf@fjec.com.cn;Zhengy2@fjec.com.cn,3187.0,发电、供热；电力行业、新能源行业相关技术研发、培训，技术咨询服务；纺织品、PU革基布的制造；服装、服饰的制造；自产产品出口及本企业所需材料设备的进口，针纺织品，纺织原料，服装，印染助剂，五金、交电，仪器仪表，普通机械，电器机械及器材，铸锻件及通用零部件的批发、零售(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,电力和纺织业
600485,*ST信威,北京,通信设备,20030807,SSE,王靖,王靖,王铮,292374.2782,19951202,北京,北京市,www.xinweigroup.com.cn,investor@xinwei.com.cn,1428.0,技术开发、技术推广、技术转让、技术咨询、技术服务；销售、租赁、安装、维修通讯设备、电子产品；计算机系统服务；货物进出口，技术进出，代理进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)(以工商行政管理机关核定的经营范围为准)。,"主要产品:基于McWiLL技术和McLTE技术的无线通信及宽带无线多媒体集群系统设备(包括终端,无线网络,核心网,集群系统,多媒体调度系统),运营支撑管理系统和移动互联网业务系统等.主营业务:基于McWiLL技术和McLTE技术的无线通信及宽带无线多媒体集群系统设备(包括终端,无线网络,核心网,集群系统,多媒体调度系统),运营支撑管理系统和移动互联网业务系统等产品的设计,研发,生产,销售,以及相应的安装,维护以及其他相关技术服务."
600486,扬农化工,江苏,农药化肥,20020425,SSE,程晓曦,周其奎,吴孝举,30989.8907,19991210,江苏,扬州市,www.yngf.com,stockcom@yngf.com;yngf@yngf.com,1665.0,司经营范围：许可经营项目：农药的制造、加工(按批准证书、生产许可证经营)；一般经营项目：精细化工产品的制造、加工，精细化工产品、农药的技术开发、应用服务，自营和代理各类商品及技术的进出口。,"主要产品:卫生用菊酯,农用菊酯."
600487,亨通光电,江苏,通信设备,20030822,SSE,尹纪成,尹纪成,蒋明,190368.5822,19930605,江苏,苏州市,www.htgd.com.cn,htgd@htgd.com.cn,17311.0,承包与其实力、规模、业绩相适应的国内外工程项目，对外派遣实施上述境外工程所需的劳务人员；光纤光缆、电力电缆及附件，特种通信线缆、光纤预制棒、光纤拉丝、电源材料、光缆金具或铁附件、电子元器件、输配电及控制设备、光器件及传感、通信设备的研发、制造、销售，数据中心机房基础设施及配套产品(含供配电、空调制冷设备、智能管理监控等)的开发、生产、销售、技术服务、工程安装、维修、咨询、代理、租赁，废旧金属的收购，网络工程设计、安装，实业投资，自营和代理各类商品和技术的进出口业务；第二类增值电信业务中的因特网接入服务业务(不含网站接入)；网络信息安全技术产品开发，数据储存、数据整理、数据挖掘、云计算、大数据分析服务，技术开发，技术咨询；通信工程设计、施工、维护、监理；建筑智能化设计、施工；弱电智能系统集成、设计、安装，综合布线工程，通信系统集成承包及技术咨询服务；固网、移动网络业务代理，接入网、用户驻地网业务，网络托管业务，通信设施租赁业务。智慧社区建设及运营，量子通信建设及网络运营。海洋装备、环境监测设备的研发、制造、销售；海洋通信系统、海洋观测系统、海洋油气系统、环境监测系统的集成、设计、施工、维护、工程项目承包及技术咨询服务；光纤传感、水声、物联网器件、设备、仪器仪表的开发、生产、销售及安装服务；计算机软硬件的开发、销售及安装服务，安防系统的开发、生产、销售及安装服务，信息系统集成的设计、安装调试及维护；消防产品开发与生产、消防工程设计与施工；安全技术防范工程设计与施工；机电一体化设计与施工；智能化科技、电力科技领域内的技术开发、技术咨询、技术转让、技术服务；石油工程技术服务。(最终以工商核定为准),"主营业务:通信网络业务,能源互联业务"
600488,天药股份,天津,化学制药,20010618,SSE,张杰,张杰,王春丽,109188.668,19991201,天津,天津市,www.kingyork.biz/tianyaoyaoye,tjpc600488@vip.sina.com,2311.0,承办中外合资经营、合作生产企业、技术服务及咨询、压力容器设计(取得特种设备安全监察部门许可后经营)、食品添加剂生产；限分支机构经营：化学原料药、原料药、无菌原料药、中药材及中成药加工、医药中间体、化工原料、化妆品、生物柴油及相关技术和原辅材料的加工；限分支机构经营：饲料添加剂生产；限分支机构经营：中西制剂药品生产(以上经营范围内国家有专营专项规定的按规定办理)。,"主要产品:皮质激素,类原料药,心血管类,原料药,水针剂,商品贸易,原料.主营业务为原料药和制剂的生产和销售,出口."
600489,中金黄金,北京,黄金,20030814,SSE,宋鑫,赵占国,李跃清,345113.7189,20070924,北京,北京市,www.zjgold.com,zjgold@zjgold.com;yw@zjgold.com;lyq@zjgold.com,23991.0,黄金、有色金属的地质勘查、采选、冶炼的投资与管理；黄金生产的副产品加工、销售；黄金生产所需原材料、燃料、设备的仓储、销售；黄金生产技术的研究开发、咨询服务；高纯度黄金制品的生产、加工、批发；进出口业务；商品展销。,主要产品:黄金.
600490,鹏欣资源,上海,铜,20030626,SSE,楼定波,姚敬金,储越江,221864.7079,20000929,上海,上海市,www.pengxinzy.com.cn,chuyuejiang@pengxinzy.com.cn;600490@pengxinzy.com.cn;zhangjin@pengxinzy.com.cn,1811.0,矿产品及金属矿产品销售；煤炭经营（取得许可证后方可从事经营活动）；房地产开发经营；实业投资；物业管理；经济信息咨询服务；销售化工原料及制品（除危险化学品），GMP 条件下的医用原料的销售（含医药原料和关键中间体）； 特种高分子新材料； 经营进料加工和“三来一补”业务，从事货物和技术的进出口业务，电子设备、 通讯设备（除广播电视地面接收系统）的销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,"主营业务:有色金属及贵金属的采选业务,冶炼及销售,以及贸易,新能源及金融等."
600491,龙元建设,浙江,建筑施工,20040524,SSE,赖振元,赖朝辉,张丽,152975.7955,19950711,浙江,宁波市,www.lycg.com.cn,webmaster@lycg.com.cn;stock@lycg.com.cn,5099.0,工程建筑（资质特级），工程安装（资质壹级）；市政、室内外装饰装潢（资质壹级）；园林绿化工程、古建筑、地基与基础工程；水电安装；打桩；房地产开发经营；建筑装饰材料、电工器材的批发、零售、代购代销。承包境外工业与民用建筑工程和境内国际招标工程；上述境外工程所需的设备、材料出口；对外派遣实施上述境外工程的劳务人员； 设计勘察。,"主营业务:土建施工,装饰与钢结构,建筑设计及其他."
600493,凤竹纺织,福建,纺织,20040421,SSE,陈澄清,陈锋,陈美珍,27200.0,19910411,福建,泉州市,www.fynex.com.cn,chenmeizhen@fynex.com.cn;tzzq@fynex.com.cn;wangbingdong@fynex.com.cn,1498.0,生产、加工针织、机织色布、漂染、染纱、服装，销售自产产品；从事环保设施运营；从事货物或技术的进出口业务等(国家禁止或限制进出口的货物或技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:织造,染纱,染整加工,污水处理."
600495,晋西车轴,山西,运输设备,20040526,SSE,张朝宏,孔炯刚,周海红,120819.0886,20001227,山西,太原市,www.jinxiaxle.com.cn,zhh@jinxiaxle.com;18635582743@163.com;jinxi@jinxiaxle.com;gh@jinxiaxle.com,1358.0,铁路车辆配件、车轴、精密锻造产品生产销售及相关技术咨询服务。设备维修。非标准设备设计、制造、销售。经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件、原辅材料及技术的进口业务(国家限定公司经营和国家禁止进出口的商品及技术除外)；经营进料加工和“三来一补”业务。,主要产品:车轴.
600496,精工钢构,安徽,钢加工,20020605,SSE,方朝阳,裘建华,沈月华,181044.52,19990628,安徽,六安市,www.600496.com,600496@jgsteel.cn,6063.0,生产销售轻型、高层、空间大跨度建筑用钢结构产品及新型墙体材料，钢结构设计、施工、安装，承包境外钢结构工程和境内国际招标工程，承包境外上述工程的勘测、咨询、设计和监理项目，上述境外项目所需的设备、材料出口，对外派遣实施上述境外项目所需的劳务人员。,"主营业务:钢结构行业,农业机械行业."
600497,驰宏锌锗,云南,铅锌,20040420,SSE,孙勇,孙成余,王小强,509129.1568,20000718,云南,曲靖市,www.chxz.com,ynchxz@chxz.com;wxq@chxz.com;chxzlijun@126.com,10705.0,铅锌锗系列产品的探矿、选矿、采矿、冶炼及产品深加工；硫酸、硫酸锌、硫酸铵；伴生有价金属的提炼、销售及技术服务；废旧物资回收及利用、矿山及其井下建设工程的设计与施工；阴阳极板生产、销售；有色金属、黑色金属、矿产品化验分析技术服务；资产租赁；物流及道路货物运输；车辆修理；境外期货套期保值业务；进出口业务和国内贸易。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:锌产品,铅产品,银产品,锗产品."
600498,烽火通信,湖北,通信设备,20010823,SSE,鲁国庆,戈俊,符宇航,116870.0634,19991225,湖北,武汉市,www.fiberhome.com.cn,info@fiberhome.com,15044.0,光纤通信和相关通信技术、信息技术领域科技开发；相关高新技术产品设计、制造和销售，含光纤预制棒、光纤复合架空地线(OPGW)、光纤复合相线(OPPC)及金具和附件、电力导线、电线、电缆及相关材料和附件、通讯线缆及附件、海底光缆、海底电缆及海底通信设备的设计、制造与销售；数据中心机房基础设施及配套产品(含供配电、空调制冷设备、智能管理监控等)的规划设计、开发、生产、销售、技术服务、工程安装、维修和咨询；通用服务器、存储产品、云计算、大数据、虚拟化软件、应用软件、交换机、工作站软硬件产品的技术开发和产品生产、销售和售后服务；系统集成、代理销售；增值电信业务中的互联网接入服务业务及增值电信业务中的互联网接入数据中心业务；相关工程设计、施工；技术服务；自营进出口业务(进出口经营范围及商品目录按外经贸主管部门审定为限),"主要产品:通信设备,光纤,光缆及电缆,数据网络产品.主营业务:立足于光通信,并深入拓展至信息技术与通信技术融合而生的广泛领域."
600499,科达洁能,广东,专用机械,20021010,SSE,吴木海,吴木海,李跃进,157720.5702,19961211,广东,佛山市,www.kedachina.com.cn,600499@kedachina.com.cn,4978.0,陶瓷、石材、墙体材料、节能环保等建材机械设备制造，自动化技术及装备的研究、开发与制造；销售：机电产品零配件，砂轮磨具、磨料，陶瓷制品；清洁能源相关机械设备及相关自动化技术及装备的研制、开发与制造、销售；清洁煤气、蒸气、蒸汽的制造与销售；信息技术服务，软件开发与销售，系统集成，硬件设备租赁与销售，网络技术咨询服务；污水、固废、危废的处理处置相关业务及其衍生产品的生产销售；经营本企业和本企业成员企业自产产品及相关技术的出口业务和生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务(国家限定公司经营或禁止进出口的商品除外)；经营本企业的进料加工和“三来一补”业务(具体按[2000]外经贸发展审函字第3250号经营),"主要产品:机械产品,中药产品,自制配件及其他."
600500,中化国际,上海,商贸代理,20000301,SSE,刘红生,刘红生,柯希霆,270791.6472,19981214,上海,上海市,www.sinochemintl.com,ir@sinochem.com,26160.0,自营和代理除国家组织统一联合经营的出口商品和国家实行核定公司经营的进口商品以外的其它商品及技术的进出口业务，进料加工和“三来一补”业务，对销贸易和转口贸易；饲料、棉、麻、土畜产品、纺织品、服装、日用百货、纸浆、纸制品、五金交电、家用电器、化工、化工材料、矿产品、石油制品(成品油除外)、润滑脂、煤炭、钢材、橡胶及橡胶制品、建筑材料、黑色金属材料、机械、电子设备、汽车(小轿车除外)、摩托车及零配件的销售(国家有专营专项规定的除外)；橡胶作物种植；仓储服务；项目投资；粮油及其制品的批发，化肥、农膜、农药等农资产品的经营，以及与上述业务相关的咨询服务、技术交流、技术开发(上述经营范围涉及许可经营的凭许可证经营)。,"主要产品:储罐,焦炭等冶金产品,农药及其他商品,化工物流,贸易,船务,储运,塑料原料,橡胶及橡胶制品,散化商品."
600501,航天晨光,江苏,汽车配件,20010615,SSE,薛亮,文树梁,薛亮,42128.36,19990930,江苏,南京市,www.aerosun.cn,zqtz@aerosun.cn,2530.0,许可经营项目：压力容器设计、制造、销售。一般经营项目：交通运输设备、环保设备及环卫车辆、管类产品及配件、普通机械及配件科研、生产、销售、技术服务， 矿山机械及配件、自动化控制系统及设备、仪器仪表、电子产品、非金属制品、工艺美术品制造、销售；激光陀螺及其惯性测量组合系统、动中通系统、遥测系统、电子机电产品的开发；自营和代理各类商品及技术的进出口业务；科技开发、咨询服务，实业投资，设备安装，钢结构工程专业承包；国内贸易；房屋租赁；建筑工程总承包；环境工程相关技术研究和试验，城市垃圾清运服务、城市垃圾处理服务、公共厕所管理服务、公路养护服务，城市水域治理服务、江、湖治理服务、水库污染治理服务，绿化管理，建筑物外墙清洗服务；机械设备租赁；二手车销售；再生物资回收。,"主要产品:专用车类产品,波纹管类产品,压力容器类产品."
600502,安徽水利,安徽,建筑施工,20030415,SSE,王厚良,许克顺,黄代,172116.0272,19980615,安徽,蚌埠市,www.cahsl.com,ahslzqb@163.com,15662.0,建筑工程施工、水利水电工程施工、公路工程施工、市政公用工程施工、港口与航道工程施工、机电工程施工；公路路基工程、公路路面工程、桥梁工程、隧道工程、城市园林绿化工程、河湖整治工程、钢结构工程、建筑装修装饰工程、建筑幕墙工程、消防设施工程、建筑机电安装工程、起重设备安装工程；基础设施及环保项目投资、运营；水利水电资源开发；房地产开发；对外工程承包和劳务合作、国际国内商贸服务；金属结构加工、制作、安装；工程勘察、规划、设计、咨询，建筑和交通研发、咨询、检测、监理(以上经营范围中需要许可证的一律凭证经营)。,"主营业务为以工程总承包为主,业务涵盖房屋建筑,水利水电,市政,公路,桥梁,隧道,港口航道,机电设备安装,装饰,科研,设计,咨询,监理,房地产开发,建机建材,水力发电,劳务输出"
